job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,period,continent,company_name,company_size,location,remote_allow_percentage,employment_type,experience_level,education_level,top_skills,required_cloud_cert,open_source_contributions_required,salary_usd,equity_offered,expected_weekly_hours,hiring_urgency_score,benefit_stars,job_posted_date,automation_risk,visa_sponsorship,prosperity_score
8892,accountant,Education,brazil,2026,32.82,31.84,99.09,40948.28,36678.01,-10.43,-5.3,97.71,40.72,2,Medium,65.955,10.43,45.984,13.364304,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,121853.85382059801
8893,teacher,Healthcare,usa,2023,49.69,43.69,1.27,70712.33,80610.21,14.0,15.16,77.85,86.07,3,Medium,25.48,14.0,24.457,42.768183,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,111340.06906077347
8894,marketing specialist,Retail,australia,2024,18.09,15.07,78.77,82290.16,85822.38,4.29,-3.04,16.04,40.34,1,Low,48.43,4.29,32.154,7.297506000000001,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,117887.88461538464
8895,accountant,Transportation,usa,2026,68.92,67.84,3.36,58839.44,57802.2,-1.76,-2.95,72.7,66.04,5,High,36.14,1.76,29.104,45.514768,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,84014.82558139534
8896,accountant,Technology,germany,2021,60.33,57.52,26.53,36831.88,40376.97,9.63,-0.52,39.9,66.6,1,High,43.43,9.63,34.980000000000004,40.17978,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,57191.17563739377
8897,hr manager,Transportation,australia,2023,77.59,89.77,18.0,73104.88,65965.21,-9.77,13.51,21.95,49.52,3,High,47.795,9.77,39.367,38.422568000000005,75.3,39.0,57.9,73.3,66.2,110.9,year,Oceania,,,,,,,,,,,,,,,,,,,87603.20053120851
8898,truck driver,Finance,singapore,2023,38.51,34.31,63.44,91780.24,93668.51,2.06,7.72,47.33,74.19,3,Medium,50.975,2.06,35.054,28.570568999999995,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,109043.66705471478
8899,truck driver,Finance,germany,2020,53.49,59.74,18.19,48302.08,47785.18,-1.07,3.25,23.17,79.86,3,Medium,35.84,1.07,27.174000000000003,42.717114,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,73177.91730474733
8900,marketing specialist,Education,usa,2022,26.8,26.97,75.62,111248.93,113713.87,2.22,12.48,73.59,38.6,2,Low,51.21,2.22,34.072,10.3448,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,162216.6476462197
8901,financial analyst,Transportation,canada,2025,26.91,27.24,7.79,125997.17,141310.72,12.15,12.18,61.23,57.79,1,Low,17.35,12.15,16.746000000000002,15.551289,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,240733.7649063032
8902,teacher,Retail,australia,2020,52.03,57.94,22.54,111783.85,108687.41,-2.77,34.84,58.68,27.22,5,Medium,37.285,2.77,28.405,14.162566,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,147874.02721088435
8903,teacher,Healthcare,australia,2021,12.6,13.9,91.62,87691.51,89433.21,1.99,17.15,93.73,50.84,2,Low,52.11,1.99,33.123000000000005,6.40584,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,106341.51010701548
8904,accountant,Manufacturing,usa,2023,24.34,27.94,80.03,77761.29,82620.95,6.25,14.96,44.17,79.16,2,Low,52.185,6.25,35.620000000000005,19.267544,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,114117.33425414363
8905,hr manager,Energy,singapore,2022,18.87,16.63,53.36,135723.15,138210.42,1.83,-5.55,77.78,74.34,1,Low,36.115,1.83,24.105,14.027958000000002,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,164536.2142857143
8906,accountant,Transportation,india,2021,53.96,63.47,48.21,135629.36,154883.18,14.2,12.15,51.83,16.76,5,Medium,51.085,14.2,40.307,9.043696,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,614615.7936507936
8907,mechanical engineer,Education,japan,2022,17.64,18.92,37.65,98097.94,105982.98,8.04,11.9,55.87,31.45,3,Low,27.645,8.04,20.763,5.54778,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,137640.23376623378
8908,financial analyst,Transportation,india,2024,64.31,62.13,93.67,128948.64,118149.29,-8.37,12.99,42.65,84.9,1,High,78.99000000000001,8.37,56.336000000000006,54.59919000000001,22.2,6.2,14.6,23.5,15.6,60.7,year,Asia,,,,,,,,,,,,,,,,,,,532204.009009009
8909,mechanical engineer,Manufacturing,germany,2022,11.62,12.93,40.42,125921.89,142701.49,13.33,31.04,73.14,80.63,1,Low,26.02,13.33,20.773,9.369205999999998,65.6,27.6,47.8,52.3,60.9,103.1,year,Europe,,,,,,,,,,,,,,,,,,,217532.75914634147
8910,financial analyst,Manufacturing,australia,2022,58.54,57.39,32.08,131475.59,151185.29,14.99,6.1,99.61,64.39,3,Medium,45.31,14.99,37.537,37.693906,77.7,36.8,58.6,77.4,73.0,104.6,year,Oceania,,,,,,,,,,,,,,,,,,,194575.6628056628
8911,accountant,Energy,brazil,2024,29.48,33.8,27.37,61248.12,58912.21,-3.81,10.13,19.78,35.26,3,Low,28.425,3.81,21.146,10.394648,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,167364.23295454544
8912,marketing specialist,Finance,uk,2020,59.95,56.1,30.93,88567.89,88499.3,-0.08,0.85,99.1,79.93,4,Medium,45.44,0.08,33.283,47.91803500000001,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,131499.7028231798
8913,marketing specialist,Transportation,australia,2023,14.93,15.86,46.11,129149.83,126432.53,-2.1,1.84,81.2,84.92,5,Low,30.52,2.1,20.435,12.678556,75.3,39.0,57.9,73.3,66.2,110.9,year,Oceania,,,,,,,,,,,,,,,,,,,167905.08632138115
8914,customer support rep,Healthcare,australia,2025,62.05,50.13,89.37,75931.83,66145.82,-12.89,1.59,82.14,45.77,5,High,75.71000000000001,12.89,55.498,28.400285,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,108613.82594417078
8915,teacher,Healthcare,japan,2023,52.55,59.34,52.24,43257.36,51388.22,18.8,3.51,91.57,78.03,2,Medium,52.395,18.8,42.332,41.004765,64.6,20.8,43.6,66.5,37.9,100.4,year,Asia,,,,,,,,,,,,,,,,,,,79548.32817337463
8916,accountant,Manufacturing,singapore,2024,27.89,25.03,35.66,43264.82,45178.0,4.42,6.7,67.79,53.34,2,Low,31.775,4.42,23.18,14.876526000000002,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,55162.393162393164
8917,data analyst,Healthcare,japan,2022,35.23,36.54,71.06,125399.92,138904.75,10.77,15.42,95.66,89.93,2,Medium,53.145,10.77,38.641,31.682339,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,180395.77922077922
8918,hr manager,Finance,brazil,2021,67.67,55.31,66.89,84597.69,97550.43,15.31,14.67,74.32,86.94,5,High,67.28,15.31,51.72800000000001,58.832298,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,306762.358490566
8919,marketing specialist,Education,australia,2025,73.7,76.85,89.42,121754.61,122041.89,0.24,3.66,56.94,69.64,4,High,81.56,0.24,56.37800000000001,51.32468,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,200397.1921182266
8920,financial analyst,Technology,uk,2026,69.0,59.74,85.64,41769.85,37247.22,-10.83,15.66,18.41,77.81,2,High,77.32,10.83,56.541,53.6889,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,54936.90265486726
8921,financial analyst,Technology,india,2026,25.25,24.65,53.09,112253.08,133996.74,19.37,3.75,83.26,71.31,4,Low,39.17,19.37,31.838,18.005775,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,708977.4603174602
8922,truck driver,Finance,usa,2023,45.97,53.21,55.06,85844.98,80719.02,-5.97,31.71,77.96,42.07,2,Medium,50.515,5.97,36.697,19.339579,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,111490.3591160221
8923,marketing specialist,Retail,australia,2026,64.37,71.07,27.69,41512.96,40436.92,-2.59,7.75,12.81,40.23,1,High,46.03,2.59,34.83200000000001,25.896051,67.9,33.7,52.7,76.5,65.6,137.3,year,Oceania,,,,,,,,,,,,,,,,,,,59553.63770250367
8924,accountant,Transportation,canada,2022,27.79,24.68,17.23,119903.59,106725.65,-10.99,6.41,54.96,34.79,4,Low,22.51,10.99,19.582,9.668141,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,152030.84045584043
8925,customer support rep,Education,germany,2022,39.13,46.14,95.67,97676.46,101008.23,3.41,-7.78,93.56,37.78,1,Medium,67.4,3.41,45.376000000000005,14.783314,65.6,27.6,47.8,52.3,60.9,103.1,year,Europe,,,,,,,,,,,,,,,,,,,153975.96036585368
8926,hr manager,Manufacturing,india,2020,19.64,21.16,65.63,30166.59,31421.23,4.16,14.15,27.61,0.32,2,Low,42.635,4.16,28.793,0.062848,24.6,5.7,15.5,24.5,17.2,54.3,year,Asia,,,,,,,,,,,,,,,,,,,127728.57723577236
8927,accountant,Manufacturing,india,2026,78.06,86.01,36.51,81934.61,96470.33,17.74,8.15,25.56,19.57,5,High,57.285,17.74,47.49900000000001,15.276342,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,510425.0264550265
8928,teacher,Transportation,japan,2026,13.38,15.98,87.56,96354.96,81807.4,-15.1,0.99,63.55,69.05,5,Low,50.47,15.1,36.15,9.23889,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,172226.1052631579
8929,software engineer,Transportation,singapore,2025,48.24,38.72,70.2,133964.74,138124.1,3.1,0.32,84.09,27.62,4,Medium,59.22,3.1,41.286,13.323888000000002,79.1,67.0,73.7,70.8,53.5,93.8,year,Asia,,,,,,,,,,,,,,,,,,,174619.59544879902
8930,hr manager,Energy,japan,2025,59.85,50.19,64.92,91239.52,89775.84,-1.6,16.68,48.53,93.38,2,Medium,62.385000000000005,1.6,43.896,55.88793,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,196876.84210526315
8931,software engineer,Finance,india,2025,65.4,53.25,48.56,49314.91,53749.49,8.99,-7.25,21.64,1.13,1,High,56.98,8.99,43.425,0.73902,19.5,5.0,13.1,22.5,16.6,82.2,year,Asia,,,,,,,,,,,,,,,,,,,275638.41025641025
8932,hr manager,Technology,brazil,2021,60.9,64.34,90.27,95077.21,96410.72,1.4,10.71,44.84,60.85,5,High,75.585,1.4,51.861,37.05765,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,303178.3647798742
8933,hr manager,Manufacturing,japan,2026,62.44,58.63,37.25,105592.48,122089.23,15.62,-20.72,98.39,4.38,5,High,49.845,15.62,40.837,2.734872,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,257029.95789473684
8934,accountant,Transportation,usa,2026,55.35,64.72,23.62,55443.31,51924.41,-6.35,2.96,60.43,64.55,1,Medium,39.485,6.35,31.131,35.728424999999994,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,75471.5261627907
8935,financial analyst,Energy,japan,2025,67.39,55.7,43.62,124104.82,126962.44,2.3,-5.72,18.48,29.55,4,High,55.505,2.3,40.732,19.913745,45.6,14.1,31.6,54.5,29.4,119.8,year,Asia,,,,,,,,,,,,,,,,,,,278426.4035087719
8936,marketing specialist,Education,germany,2021,21.06,23.05,67.27,46236.66,45989.21,-0.54,-2.01,27.6,0.81,3,Low,44.165,0.54,28.767,0.170586,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,65140.524079320116
8937,accountant,Healthcare,australia,2021,28.5,25.25,68.5,133303.57,123236.79,-7.55,-2.15,44.9,17.26,5,Low,48.5,7.55,34.215,4.9191,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,146536.016646849
8938,customer support rep,Healthcare,uk,2022,91.28,81.91,9.33,96826.66,118005.68,21.87,11.24,97.0,32.35,2,High,50.305,21.87,45.872,29.529080000000004,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,169305.13629842177
8939,mechanical engineer,Energy,japan,2023,35.17,32.88,62.86,102488.28,79783.12,-22.15,9.7,48.49,79.25,2,Medium,49.015,22.15,39.571,27.872225000000004,64.6,20.8,43.6,66.5,37.9,100.4,year,Asia,,,,,,,,,,,,,,,,,,,123503.28173374615
8940,truck driver,Energy,canada,2022,67.65,73.5,27.67,139379.05,140662.87,0.92,0.53,83.11,86.63,4,High,47.66,0.92,35.63700000000001,58.605195,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,200374.45868945867
8941,mechanical engineer,Technology,uk,2020,32.37,31.85,3.49,124771.85,122338.95,-1.95,-5.18,99.17,91.77,5,Medium,17.93,1.95,14.580000000000002,29.705949,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,181781.50074294207
8942,financial analyst,Education,uk,2020,33.1,29.45,25.17,112174.28,102219.8,-8.87,12.07,31.6,32.34,1,Medium,29.135,8.87,23.452000000000005,10.70454,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,151886.77563150076
8943,hr manager,Retail,singapore,2020,40.32,47.06,2.65,106583.69,111095.47,4.23,11.85,29.51,47.67,2,Medium,21.485,4.23,18.192,19.220544,81.1,63.3,72.6,66.8,59.0,89.0,year,Asia,,,,,,,,,,,,,,,,,,,136985.78298397042
8944,teacher,Manufacturing,brazil,2021,73.72,62.39,98.75,47234.84,48639.99,2.97,1.6,84.55,3.79,5,High,86.235,2.97,60.004,2.793988,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,152955.94339622642
8945,teacher,Energy,brazil,2026,21.78,25.69,27.93,31468.76,34166.53,8.57,-3.96,92.48,15.52,5,Low,24.855,8.57,19.662000000000003,3.380256,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,113510.06644518272
8946,hr manager,Healthcare,usa,2026,25.71,25.11,74.83,109043.64,103722.34,-4.88,3.06,32.77,21.96,3,Low,50.27,4.88,34.197,5.645916000000001,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,150759.21511627908
8947,truck driver,Education,brazil,2021,26.47,31.5,25.54,130384.21,136579.41,4.75,4.85,23.46,11.07,3,Low,26.005,4.75,19.675,2.930229,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,429495.0
8948,financial analyst,Retail,japan,2026,10.17,11.06,30.64,134442.59,149033.78,10.85,23.75,53.82,25.82,4,Low,20.405,10.85,16.515,2.625894,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,313755.3263157895
8949,software engineer,Transportation,germany,2025,5.0,4.89,9.91,138687.74,144339.37,4.08,16.21,50.72,45.42,5,Low,7.455,4.08,6.197,2.2710000000000004,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,247156.45547945204
8950,accountant,Education,germany,2021,42.52,46.69,12.62,93755.49,94171.13,0.44,18.69,11.24,24.47,1,Medium,27.57,0.44,20.926000000000005,10.404644,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,133386.86968838528
8951,accountant,Education,canada,2023,56.8,66.67,89.37,128724.59,105940.36,-17.7,12.43,13.98,50.72,1,Medium,73.08500000000001,17.7,54.841,28.80896,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,160272.85930408473
8952,teacher,Energy,canada,2023,23.98,26.16,8.92,144975.09,153104.91,5.61,17.17,14.81,66.24,4,Low,16.45,5.61,13.951,15.884352,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,231626.18759455372
8953,truck driver,Finance,brazil,2026,77.28,65.87,61.58,87464.1,75086.91,-14.15,3.7,76.55,92.51,5,High,69.43,14.15,53.631,71.49172800000001,30.1,8.5,20.5,30.0,26.0,46.1,year,South America,,,,,,,,,,,,,,,,,,,249458.17275747508
8954,financial analyst,Transportation,germany,2025,65.15,61.73,98.42,73700.44,78615.17,6.67,12.4,16.97,19.2,4,High,81.785,6.67,57.587,12.5088,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,134615.0171232877
8955,data analyst,Manufacturing,australia,2024,5.0,5.55,27.82,45866.86,48106.31,4.88,-6.01,48.97,94.14,3,Low,16.41,4.88,11.81,4.707,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,66080.09615384614
8956,mechanical engineer,Healthcare,india,2020,35.61,40.37,54.65,114641.7,120608.02,5.2,-1.93,17.71,69.11,5,Medium,45.13,5.2,32.199,24.610071,24.6,5.7,15.5,24.5,17.2,54.3,year,Asia,,,,,,,,,,,,,,,,,,,490276.5040650406
8957,mechanical engineer,Energy,uk,2021,42.59,37.96,48.04,132681.38,128778.62,-2.94,1.93,58.06,62.53,3,Medium,45.315,2.94,32.33,26.631527,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,181378.338028169
8958,software engineer,Finance,canada,2023,29.41,26.67,6.72,35975.18,34533.23,-4.01,-2.21,98.73,92.75,2,Low,18.065,4.01,14.983,27.277775,66.1,33.4,50.4,64.2,62.8,102.1,year,North America,,,,,,,,,,,,,,,,,,,52243.91830559758
8959,truck driver,Energy,singapore,2021,28.0,28.57,63.35,36493.7,30871.03,-15.41,-16.51,69.34,73.65,4,Low,45.675,15.41,34.828,20.622000000000003,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,36064.28738317757
8960,customer support rep,Transportation,australia,2022,80.28,66.72,80.07,133688.87,131158.78,-1.89,35.16,98.21,29.44,5,High,80.175,1.89,56.7,23.634432,77.7,36.8,58.6,77.4,73.0,104.6,year,Oceania,,,,,,,,,,,,,,,,,,,168801.51866151867
8961,marketing specialist,Energy,japan,2024,51.31,51.45,53.57,109160.2,106867.96,-2.1,5.16,85.93,20.12,1,Medium,52.44,2.1,37.225,10.323572000000002,50.7,15.1,33.8,55.4,30.9,99.5,year,Asia,,,,,,,,,,,,,,,,,,,210784.93096646943
8962,truck driver,Healthcare,uk,2020,41.18,43.62,47.78,98937.6,72359.79,-26.86,4.18,53.5,14.11,1,Medium,44.48,26.86,38.864,5.810498,67.3,29.8,49.4,51.3,74.1,91.7,year,Europe,,,,,,,,,,,,,,,,,,,107518.26151560179
8963,financial analyst,Finance,usa,2026,77.85,80.18,28.68,115540.83,111342.82,-3.63,11.79,39.21,43.85,1,High,53.265,3.63,40.833,34.137225,68.8,40.7,56.3,74.0,72.8,146.0,year,North America,,,,,,,,,,,,,,,,,,,161835.49418604653
8964,data analyst,Retail,uk,2024,15.21,17.1,58.42,36845.34,36860.59,0.04,14.97,62.42,45.45,4,Low,36.815,0.04,23.622,6.912945000000001,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,57865.91836734693
8965,teacher,Technology,singapore,2021,39.59,35.13,96.21,51812.55,47312.51,-8.69,5.56,99.4,55.57,3,Medium,67.9,8.69,47.306,22.000163,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,55271.62383177571
8966,data analyst,Education,japan,2022,57.02,58.46,80.5,94129.19,77652.84,-17.5,-16.84,10.21,37.07,5,Medium,68.76,17.5,52.208,21.137314,77.0,25.9,53.0,81.3,45.4,87.1,year,Asia,,,,,,,,,,,,,,,,,,,100847.84415584416
8967,mechanical engineer,Finance,canada,2026,76.64,82.02,91.93,54031.51,51146.99,-5.34,4.9,70.93,78.4,5,High,84.285,5.34,59.837,60.08576000000001,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,81185.69841269842
8968,software engineer,Transportation,japan,2020,52.35,43.69,24.75,108699.28,99949.17,-8.05,14.23,46.56,35.13,1,Medium,38.55,8.05,30.78,18.390555000000003,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,119986.9987995198
8969,financial analyst,Technology,usa,2025,10.32,10.64,66.91,63172.29,56319.13,-10.85,12.92,74.4,45.72,3,Low,38.615,10.85,27.456,4.718304,64.9,40.9,54.3,71.7,69.3,146.2,year,North America,,,,,,,,,,,,,,,,,,,86778.32049306625
8970,mechanical engineer,Energy,uk,2022,71.04,72.31,18.47,128641.35,128479.97,-0.13,5.08,14.32,13.63,2,High,44.755,0.13,33.996,9.682752,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,184332.81205164993
8971,accountant,Energy,canada,2025,69.17,64.2,50.48,102355.97,109690.91,7.17,10.29,56.43,41.58,5,High,59.825,7.17,44.963,28.760886,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,186866.96763202726
8972,teacher,Transportation,australia,2025,23.72,24.74,54.99,64939.24,75623.61,16.45,1.31,66.44,48.17,2,Low,39.355,16.45,30.92,11.425924,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,124176.69950738916
8973,marketing specialist,Retail,brazil,2021,29.06,31.02,62.77,84988.03,79353.05,-6.63,-0.33,40.55,90.87,1,Low,45.915,6.63,32.444,26.406822,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,249537.89308176102
8974,mechanical engineer,Finance,japan,2020,62.77,72.59,84.26,85065.91,74217.63,-12.75,6.17,74.88,42.19,5,High,73.515,12.75,54.21100000000001,26.482663,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,89096.79471788717
8975,truck driver,Healthcare,australia,2020,36.29,30.42,69.61,87864.36,84158.67,-4.22,6.09,37.42,72.24,2,Medium,52.95,4.22,36.665,26.215896,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,114501.5918367347
8976,customer support rep,Retail,germany,2026,29.13,31.89,50.49,123942.89,129043.89,4.12,10.46,17.03,46.04,2,Low,39.81,4.12,28.035,13.411452,68.7,24.6,49.0,64.9,66.9,138.3,year,Europe,,,,,,,,,,,,,,,,,,,187836.81222707423
8977,mechanical engineer,Manufacturing,singapore,2023,32.31,32.42,96.58,44927.54,39038.98,-13.11,3.6,64.74,61.04,3,Medium,64.445,13.11,45.831,19.722024,85.9,85.3,85.6,74.0,58.4,95.6,year,Asia,,,,,,,,,,,,,,,,,,,45447.00814901048
8978,truck driver,Energy,japan,2023,47.15,49.35,11.65,106081.01,105368.04,-0.67,14.55,78.81,63.56,2,Medium,29.4,0.67,22.556,29.96854,64.6,20.8,43.6,66.5,37.9,100.4,year,Asia,,,,,,,,,,,,,,,,,,,163108.4210526316
8979,hr manager,Healthcare,singapore,2026,10.21,8.67,77.48,34854.35,29942.6,-14.09,-5.23,65.16,61.18,3,Low,43.845,14.09,31.555,6.246478000000001,87.7,73.1,81.2,77.3,55.5,105.5,year,Asia,,,,,,,,,,,,,,,,,,,34142.07525655644
8980,financial analyst,Energy,australia,2020,16.23,14.38,63.65,126092.46,133737.9,6.06,-4.25,88.34,11.78,2,Low,39.94,6.06,27.405,1.911894,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,181956.32653061222
8981,data analyst,Technology,canada,2025,30.74,35.05,37.06,62334.88,58612.99,-5.97,19.78,73.57,12.64,5,Medium,33.9,5.97,25.205,3.885536,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,99851.77172061328
8982,truck driver,Finance,canada,2020,63.75,60.67,99.73,100966.97,92974.57,-7.92,8.91,99.28,5.14,4,High,81.74000000000001,7.92,57.795,3.2767499999999994,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,137536.34615384619
8983,truck driver,Finance,uk,2026,29.96,24.87,87.06,117430.72,121333.01,3.32,24.15,67.52,51.29,5,Low,58.510000000000005,3.32,39.098000000000006,15.366484,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,178957.2418879056
8984,software engineer,Transportation,india,2025,47.27,54.97,58.75,137569.91,143748.98,4.49,8.47,69.33,51.86,5,Medium,53.010000000000005,4.49,37.88,24.514222,19.5,5.0,13.1,22.5,16.6,82.2,year,Asia,,,,,,,,,,,,,,,,,,,737174.2564102565
8985,marketing specialist,Technology,japan,2026,14.87,16.86,24.2,34399.32,42216.13,22.72,8.27,69.56,66.97,3,Low,19.535,22.72,20.024,9.958439,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,88876.06315789474
8986,teacher,Transportation,singapore,2024,55.76,62.63,76.94,127540.08,118375.65,-7.19,4.35,67.56,21.02,4,Medium,66.35,7.19,47.54299999999999,11.720752,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,144536.81318681317
8987,hr manager,Energy,uk,2026,70.17,76.39,76.59,64370.67,67404.54,4.71,27.33,34.16,81.22,1,High,73.38,4.71,52.458,56.992074,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,99416.7256637168
8988,truck driver,Finance,uk,2022,63.5,55.64,30.52,57252.9,51722.52,-9.66,-0.81,43.4,69.4,2,High,47.01,9.66,37.454,44.069,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,74207.34576757532
8989,mechanical engineer,Transportation,singapore,2024,77.15,68.22,29.98,30258.43,28973.39,-4.25,-9.31,51.56,26.63,2,High,53.565000000000005,4.25,41.129,20.545045,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,35376.54456654456
8990,software engineer,Manufacturing,uk,2022,10.52,10.79,40.92,81151.91,82332.17,1.45,14.35,44.95,25.38,2,Low,25.72,1.45,16.919,2.669976,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,118123.62984218077
